usage_date_key,report_name,page_name,user_role,view_count,unique_users_count,avg_load_time_ms,last_view_date_key
20250117,Installations Ops,Cohorts,Analyst,35,15,600,20250117
20240227,Asset Performance,Maps,ServiceOps,27,4,1443,20240227
20240820,Executive Overview,Maps,ServiceOps,30,11,1608,20240820
20230223,PAYG Collections,Agent Performance,ServiceOps,28,11,1730,20230223
20250124,Installations Ops,Aging,Analyst,33,10,1666,20250124
20250811,Service & Warranty,Maps,Executive,37,13,2093,20250811
20250601,Installations Ops,Overview,ServiceOps,33,14,1450,20250601
20250124,PAYG Collections,Cohorts,SalesOps,28,8,772,20250124
20250202,Service & Warranty,Agent Performance,FieldAgent,31,6,1535,20250202
20231201,Service & Warranty,Cohorts,ServiceOps,38,11,1955,20231201
20240315,Asset Performance,Cohorts,SalesOps,42,11,1369,20240315
20230413,Executive Overview,Aging,ServiceOps,38,17,1648,20230413
20250814,Sales Pipeline,Details,SalesOps,45,18,1685,20250814
20250325,Installations Ops,Maps,Executive,34,7,1497,20250325
20230206,PAYG Collections,Maps,ServiceOps,50,15,2201,20230206
20230101,Sales Pipeline,Maps,RegionalManager,31,13,2135,20230101
20240914,Executive Overview,Overview,RegionalManager,51,11,2042,20240914
20230525,Installations Ops,Agent Performance,RegionalManager,37,10,1683,20230525
20241008,PAYG Collections,Agent Performance,RegionalManager,40,14,2083,20241008
20250102,Sales Pipeline,Cohorts,RegionalManager,48,21,1732,20250102
20240213,Asset Performance,Aging,Analyst,31,11,1525,20240213
20240229,Sales Pipeline,Overview,Executive,37,15,2112,20240229
20250415,Sales Pipeline,Cohorts,FieldAgent,29,8,1265,20250415
20250606,PAYG Collections,Agent Performance,Executive,47,20,1553,20250606
20231201,PAYG Collections,Cohorts,Executive,37,7,2134,20231201
20230712,Asset Performance,Cohorts,Executive,31,10,1794,20230712
20250130,Installations Ops,Maps,SalesOps,34,15,2562,20250130
20240817,Installations Ops,Cohorts,Executive,33,5,1414,20240817
20250518,Executive Overview,Overview,RegionalManager,32,5,1536,20250518
20250412,Sales Pipeline,Cohorts,Executive,47,14,2136,20250412
20240628,Asset Performance,Regional,Finance,29,7,2384,20240628
20251229,Asset Performance,Details,FieldAgent,37,6,1578,20251229
20250528,Executive Overview,Maps,ServiceOps,36,11,1143,20250528
20231023,Sales Pipeline,Maps,Executive,32,9,1355,20231023
20240227,Executive Overview,Maps,SalesOps,38,16,1296,20240227
20250721,Sales Pipeline,Cohorts,SalesOps,34,6,2130,20250721
20250714,Installations Ops,Details,RegionalManager,43,12,2102,20250714
20230106,Asset Performance,Regional,Analyst,39,6,1348,20230106
20231015,PAYG Collections,Aging,Analyst,34,6,1235,20231015
20230206,Sales Pipeline,Cohorts,ServiceOps,39,17,1584,20230206
20240813,Sales Pipeline,Regional,Analyst,34,8,1535,20240813
20230422,Service & Warranty,Agent Performance,Analyst,35,8,1790,20230422
20241207,Executive Overview,Aging,SalesOps,42,19,2071,20241207
20230423,Executive Overview,Cohorts,SalesOps,32,11,2423,20230423
20231229,Asset Performance,Cohorts,Executive,32,6,1316,20231229
20230601,Executive Overview,Regional,Analyst,36,9,1218,20230601
20250808,Sales Pipeline,Maps,Analyst,52,20,1570,20250808
20240622,PAYG Collections,Cohorts,RegionalManager,28,5,2387,20240622
20250406,Sales Pipeline,Details,FieldAgent,35,8,1418,20250406
20240108,Installations Ops,Cohorts,Analyst,32,14,2603,20240108
20250109,Executive Overview,Agent Performance,Executive,27,5,1604,20250109
20230805,Installations Ops,Regional,FieldAgent,42,17,2143,20230805
20240719,Asset Performance,Maps,Analyst,34,9,1857,20240719
20250630,Sales Pipeline,Regional,ServiceOps,40,12,1478,20250630
20251226,Asset Performance,Maps,RegionalManager,30,11,1283,20251226
20240831,Executive Overview,Cohorts,SalesOps,34,7,1609,20240831
20250520,Installations Ops,Regional,FieldAgent,39,11,1875,20250520
20240630,Installations Ops,Agent Performance,SalesOps,35,15,2023,20240630
20231201,PAYG Collections,Cohorts,ServiceOps,48,8,1747,20231201
20250410,Installations Ops,Regional,Analyst,33,7,2022,20250410
20231011,Asset Performance,Cohorts,Analyst,36,6,1445,20231011
20240909,Sales Pipeline,Agent Performance,ServiceOps,32,8,2192,20240909
20240710,Executive Overview,Aging,RegionalManager,41,9,1435,20240710
20230820,Asset Performance,Aging,RegionalManager,30,12,2379,20230820
20240228,PAYG Collections,Details,Executive,26,6,1487,20240228
20240528,Service & Warranty,Cohorts,RegionalManager,32,9,1723,20240528
20231127,Service & Warranty,Overview,Executive,32,7,1451,20231127
20250703,Asset Performance,Agent Performance,Analyst,22,5,1234,20250703
20230710,Sales Pipeline,Agent Performance,Analyst,40,8,2252,20230710
20250802,Executive Overview,Overview,FieldAgent,39,16,2755,20250802
20231021,Service & Warranty,Details,Executive,26,11,1147,20231021
20250530,Executive Overview,Overview,SalesOps,38,12,1788,20250530
20230829,PAYG Collections,Overview,RegionalManager,42,17,2525,20230829
20250417,Installations Ops,Regional,RegionalManager,48,16,1707,20250417
20230110,Sales Pipeline,Details,Analyst,37,8,2412,20230110
20230913,Executive Overview,Details,SalesOps,48,8,1648,20230913
20250828,PAYG Collections,Cohorts,ServiceOps,50,19,1266,20250828
20251030,Installations Ops,Regional,FieldAgent,39,15,1130,20251030
20240720,PAYG Collections,Regional,SalesOps,32,13,1365,20240720
20250305,Installations Ops,Aging,Finance,37,11,2024,20250305
20250801,PAYG Collections,Maps,ServiceOps,32,13,2372,20250801
20240619,PAYG Collections,Agent Performance,Analyst,35,9,1965,20240619
20250626,PAYG Collections,Agent Performance,ServiceOps,35,7,2183,20250626
20230428,PAYG Collections,Agent Performance,Executive,46,8,1271,20230428
20240113,Asset Performance,Agent Performance,FieldAgent,37,16,2031,20240113
20240924,Asset Performance,Maps,SalesOps,36,13,1889,20240924
20230105,Asset Performance,Overview,FieldAgent,28,8,2640,20230105
20230930,Sales Pipeline,Maps,ServiceOps,34,11,1131,20230930
20231201,Executive Overview,Details,FieldAgent,26,10,1722,20231201
20230505,PAYG Collections,Regional,ServiceOps,26,8,1135,20230505
20250303,Sales Pipeline,Aging,Executive,39,7,1780,20250303
20250206,Sales Pipeline,Cohorts,RegionalManager,31,11,2868,20250206
20231211,PAYG Collections,Overview,Finance,40,13,2757,20231211
20250827,Sales Pipeline,Agent Performance,RegionalManager,28,9,1747,20250827
20230925,Installations Ops,Details,ServiceOps,28,13,2066,20230925
20240716,Service & Warranty,Agent Performance,Finance,29,7,2087,20240716
20230105,Executive Overview,Agent Performance,ServiceOps,35,14,2010,20230105
20230406,Sales Pipeline,Aging,RegionalManager,25,8,1218,20230406
20251226,Service & Warranty,Maps,Finance,51,23,2063,20251226
20240206,PAYG Collections,Cohorts,Finance,28,9,2411,20240206
20231221,PAYG Collections,Cohorts,SalesOps,40,7,2011,20231221
20250826,Executive Overview,Details,FieldAgent,33,10,2037,20250826
20241208,Asset Performance,Details,Analyst,45,15,1907,20241208
20250328,Service & Warranty,Maps,Analyst,42,13,1486,20250328
20230713,Executive Overview,Details,Finance,30,7,2205,20230713
20241003,Executive Overview,Agent Performance,FieldAgent,34,8,1235,20241003
20250607,Sales Pipeline,Details,Finance,36,6,1531,20250607
20230801,PAYG Collections,Cohorts,RegionalManager,45,8,2042,20230801
20240623,Sales Pipeline,Maps,Analyst,37,16,1764,20240623
20250321,Executive Overview,Agent Performance,Executive,33,11,2226,20250321
20231010,Executive Overview,Cohorts,FieldAgent,33,11,2029,20231010
20230511,Executive Overview,Regional,RegionalManager,42,10,1910,20230511
20231225,PAYG Collections,Overview,SalesOps,41,18,1456,20231225
20250111,Asset Performance,Cohorts,Finance,30,8,1571,20250111
20230420,Executive Overview,Maps,ServiceOps,19,3,1325,20230420
20251208,Installations Ops,Agent Performance,SalesOps,32,5,966,20251208
20231020,Executive Overview,Regional,SalesOps,35,13,1319,20231020
20231106,Service & Warranty,Regional,ServiceOps,40,13,1727,20231106
20250928,Installations Ops,Maps,RegionalManager,40,12,2054,20250928
20240411,Executive Overview,Overview,Executive,34,13,1834,20240411
20251113,Asset Performance,Aging,FieldAgent,44,13,2383,20251113
20250412,PAYG Collections,Overview,RegionalManager,29,5,1958,20250412
20250330,Service & Warranty,Cohorts,FieldAgent,31,13,1777,20250330
20250522,Executive Overview,Regional,Analyst,34,13,2116,20250522
20240920,Installations Ops,Maps,RegionalManager,34,14,1653,20240920
20240914,PAYG Collections,Aging,Analyst,36,11,2013,20240914
20230105,Sales Pipeline,Maps,Executive,50,11,2782,20230105
20240609,Asset Performance,Maps,Analyst,34,10,1392,20240609
20231212,Asset Performance,Regional,Finance,37,11,1474,20231212
20241013,Asset Performance,Aging,SalesOps,36,16,1572,20241013
20241017,Sales Pipeline,Agent Performance,Analyst,44,12,1685,20241017
20240713,Asset Performance,Maps,RegionalManager,39,8,2362,20240713
20241017,Sales Pipeline,Overview,FieldAgent,29,7,893,20241017
20230710,Sales Pipeline,Aging,Executive,36,15,1634,20230710
20240109,Asset Performance,Overview,SalesOps,43,17,1828,20240109
20241205,Service & Warranty,Details,ServiceOps,44,14,2257,20241205
20240207,Asset Performance,Details,Executive,30,6,1453,20240207
20250206,Executive Overview,Maps,SalesOps,40,16,1595,20250206
20251114,PAYG Collections,Agent Performance,FieldAgent,38,7,2329,20251114
20250626,PAYG Collections,Agent Performance,RegionalManager,24,9,1775,20250626
20230717,Sales Pipeline,Cohorts,RegionalManager,44,10,2053,20230717
20230715,Executive Overview,Aging,FieldAgent,34,13,2845,20230715
20231019,Installations Ops,Maps,Executive,45,12,2178,20231019
20250830,PAYG Collections,Cohorts,ServiceOps,26,5,2185,20250830
20241219,Executive Overview,Agent Performance,Executive,53,10,1366,20241219
20240101,Asset Performance,Regional,FieldAgent,35,5,866,20240101
20231229,Executive Overview,Overview,FieldAgent,35,5,1997,20231229
20250507,Service & Warranty,Maps,FieldAgent,31,7,1849,20250507
20230120,Service & Warranty,Aging,RegionalManager,33,12,1105,20230120
20231208,Executive Overview,Overview,SalesOps,34,9,1392,20231208
20250926,PAYG Collections,Agent Performance,FieldAgent,41,8,1436,20250926
20240112,Sales Pipeline,Aging,Executive,23,8,1635,20240112
20240307,Installations Ops,Aging,ServiceOps,31,9,1859,20240307
20230424,PAYG Collections,Agent Performance,RegionalManager,31,12,1405,20230424
20231229,Sales Pipeline,Regional,FieldAgent,35,8,2381,20231229
20251211,Sales Pipeline,Maps,Finance,36,10,1878,20251211
20250126,Installations Ops,Regional,SalesOps,37,9,2577,20250126
20230620,PAYG Collections,Details,SalesOps,47,20,2226,20230620
20251221,Service & Warranty,Maps,Finance,38,11,1945,20251221
20240830,Executive Overview,Overview,ServiceOps,32,8,2281,20240830
20230710,Asset Performance,Maps,Finance,26,6,1684,20230710
20240506,Executive Overview,Agent Performance,SalesOps,36,10,2427,20240506
20250529,PAYG Collections,Cohorts,SalesOps,30,9,2006,20250529
20251105,PAYG Collections,Aging,Finance,37,7,1181,20251105
20231002,Asset Performance,Maps,Finance,35,15,1969,20231002
20250216,PAYG Collections,Maps,Finance,39,13,1323,20250216
20230304,Service & Warranty,Agent Performance,Finance,44,9,1511,20230304
20230622,Sales Pipeline,Cohorts,Executive,45,18,1837,20230622
20231019,Asset Performance,Maps,Finance,36,12,2239,20231019
20240117,PAYG Collections,Regional,SalesOps,32,7,1979,20240117
20230918,PAYG Collections,Maps,Finance,35,12,2226,20230918
20241224,Installations Ops,Aging,SalesOps,48,12,1570,20241224
20250309,Executive Overview,Maps,Executive,35,10,1692,20250309
20240707,Installations Ops,Details,ServiceOps,45,17,2037,20240707
20230613,PAYG Collections,Aging,ServiceOps,28,5,2494,20230613
20230901,Sales Pipeline,Details,Analyst,27,10,2611,20230901
20240703,Service & Warranty,Aging,SalesOps,33,13,1365,20240703
20240405,Asset Performance,Aging,SalesOps,38,14,2585,20240405
20240510,Asset Performance,Agent Performance,ServiceOps,37,6,919,20240510
20240914,Executive Overview,Aging,Executive,37,6,1998,20240914
20230327,Executive Overview,Agent Performance,SalesOps,37,16,1820,20230327
20250602,Installations Ops,Details,Executive,37,10,1382,20250602
20231007,Installations Ops,Agent Performance,Executive,34,5,1485,20231007
20230706,Sales Pipeline,Aging,Analyst,46,10,1399,20230706
20230801,PAYG Collections,Regional,SalesOps,27,7,1620,20230801
20240919,Sales Pipeline,Agent Performance,SalesOps,39,17,1450,20240919
20241209,Service & Warranty,Cohorts,RegionalManager,33,7,1475,20241209
20240919,Service & Warranty,Details,Finance,31,10,1866,20240919
20230901,Sales Pipeline,Agent Performance,FieldAgent,29,7,1370,20230901
20230817,Executive Overview,Maps,Finance,25,9,1644,20230817
20240310,Executive Overview,Overview,ServiceOps,29,6,1124,20240310
20230107,Asset Performance,Maps,Finance,43,15,1795,20230107
20230726,PAYG Collections,Details,ServiceOps,37,6,1971,20230726
20230727,Service & Warranty,Details,RegionalManager,36,14,1826,20230727
20240621,Installations Ops,Overview,ServiceOps,42,17,2574,20240621
20250828,Installations Ops,Regional,Analyst,31,8,2040,20250828
20240110,Executive Overview,Agent Performance,Finance,44,7,2647,20240110
20230528,Sales Pipeline,Regional,FieldAgent,30,11,1899,20230528
20230306,Service & Warranty,Cohorts,Analyst,47,10,1930,20230306
20240322,Executive Overview,Details,ServiceOps,21,9,1827,20240322
20230724,Installations Ops,Maps,Analyst,28,8,2173,20230724
20230827,Executive Overview,Regional,Executive,41,12,2180,20230827
20230806,PAYG Collections,Regional,RegionalManager,24,8,1064,20230806
20250513,Asset Performance,Agent Performance,SalesOps,34,13,2130,20250513
20240717,Service & Warranty,Cohorts,SalesOps,35,5,2107,20240717
20231202,Sales Pipeline,Regional,Finance,35,15,2188,20231202
20241112,Installations Ops,Overview,RegionalManager,30,5,1912,20241112
20251126,Sales Pipeline,Maps,ServiceOps,27,8,1960,20251126
20230530,PAYG Collections,Regional,FieldAgent,41,18,1612,20230530
20240903,Asset Performance,Cohorts,Analyst,47,12,1510,20240903
20251210,Executive Overview,Agent Performance,Finance,41,18,830,20251210
20230620,Installations Ops,Overview,Executive,49,10,2424,20230620
20230301,Service & Warranty,Aging,Executive,33,12,1633,20230301
20230815,Sales Pipeline,Aging,SalesOps,45,9,1897,20230815
20230320,Executive Overview,Regional,Finance,40,17,2096,20230320
20240517,Asset Performance,Details,ServiceOps,44,11,1693,20240517
20230802,PAYG Collections,Overview,Executive,28,13,1399,20230802
20240829,Sales Pipeline,Agent Performance,SalesOps,37,12,1968,20240829
20230330,Sales Pipeline,Regional,FieldAgent,34,7,2208,20230330
20240516,Sales Pipeline,Maps,Analyst,39,8,2337,20240516
20230721,PAYG Collections,Overview,Analyst,38,17,2141,20230721
20240809,Asset Performance,Aging,Analyst,44,7,2541,20240809
20240523,Installations Ops,Aging,ServiceOps,48,8,1477,20240523
20230523,Installations Ops,Overview,RegionalManager,39,11,1700,20230523
20250207,PAYG Collections,Agent Performance,Analyst,27,10,1889,20250207
20240716,Sales Pipeline,Cohorts,Finance,39,15,2045,20240716
20240213,Asset Performance,Aging,RegionalManager,36,15,2277,20240213
20230729,Executive Overview,Details,FieldAgent,30,7,2083,20230729
20250728,Sales Pipeline,Cohorts,ServiceOps,36,12,1603,20250728
20230125,Asset Performance,Overview,FieldAgent,29,9,1746,20230125
20241216,Installations Ops,Cohorts,FieldAgent,34,14,1853,20241216
20240805,Executive Overview,Agent Performance,ServiceOps,29,6,1758,20240805
20251001,Asset Performance,Agent Performance,RegionalManager,34,11,1701,20251001
20240113,Service & Warranty,Cohorts,ServiceOps,27,11,1887,20240113
20240913,Service & Warranty,Maps,Analyst,25,10,927,20240913
20230824,Service & Warranty,Agent Performance,RegionalManager,27,9,1303,20230824
20250111,Service & Warranty,Regional,FieldAgent,35,12,2600,20250111
20240609,PAYG Collections,Overview,SalesOps,46,19,600,20240609
20250928,Sales Pipeline,Details,RegionalManager,29,5,2616,20250928
20230526,Executive Overview,Aging,FieldAgent,45,18,2791,20230526
20241228,Service & Warranty,Maps,Executive,32,6,2382,20241228
20250424,Executive Overview,Maps,RegionalManager,32,5,2106,20250424
20240815,Sales Pipeline,Details,Executive,32,8,1263,20240815
20230715,Installations Ops,Cohorts,RegionalManager,31,12,2032,20230715
20230116,Asset Performance,Regional,ServiceOps,35,9,2687,20230116
20250505,PAYG Collections,Maps,RegionalManager,29,9,1769,20250505
20240204,Asset Performance,Maps,Executive,40,7,1963,20240204
20241025,Sales Pipeline,Cohorts,FieldAgent,30,11,600,20241025
20250902,Sales Pipeline,Details,FieldAgent,39,6,1715,20250902
20241205,Executive Overview,Details,FieldAgent,40,6,2315,20241205
20250513,Asset Performance,Agent Performance,Analyst,31,8,1614,20250513
20251219,Executive Overview,Aging,Executive,36,15,1941,20251219
20230519,Asset Performance,Agent Performance,FieldAgent,29,11,1951,20230519
20250308,Installations Ops,Regional,Analyst,31,10,1876,20250308
20250308,Service & Warranty,Regional,Finance,33,9,1581,20250308
20240712,Sales Pipeline,Cohorts,Finance,42,11,1530,20240712
20241117,Asset Performance,Regional,SalesOps,39,16,2238,20241117
20240131,Executive Overview,Maps,Analyst,31,7,1171,20240131
20230807,Installations Ops,Cohorts,RegionalManager,35,15,1786,20230807
20231215,PAYG Collections,Overview,FieldAgent,38,16,1397,20231215
20251219,Service & Warranty,Regional,ServiceOps,33,9,2212,20251219
20230818,Service & Warranty,Overview,Executive,32,11,1884,20230818
20251109,Installations Ops,Aging,Finance,34,11,2455,20251109
20251212,Installations Ops,Regional,ServiceOps,32,14,2231,20251212
20251209,Installations Ops,Maps,Executive,30,5,2075,20251209
20231213,Asset Performance,Details,Finance,25,6,1814,20231213
20250216,Sales Pipeline,Agent Performance,Executive,33,11,1165,20250216
20250313,Installations Ops,Regional,Executive,38,10,1890,20250313
20240114,PAYG Collections,Details,Finance,38,9,1964,20240114
20250606,Asset Performance,Aging,RegionalManager,32,11,2031,20250606
20231106,Installations Ops,Details,FieldAgent,39,15,1713,20231106
20251113,Executive Overview,Overview,ServiceOps,41,16,1791,20251113
